V,DemoValueSampler,1573122878873,51.097886345813976
V,DemoValueSampler,1573122881877,58.74550909528252
V,DemoValueSampler,1573122884878,55.51593192486346
V,DemoValueSampler,1573122887879,55.81216182167167
V,DemoValueSampler,1573122890882,52.552378191690956
V,DemoValueSampler,1573122893884,57.81979504136068
V,DemoValueSampler,1573122896885,58.46379403397185
V,DemoValueSampler,1573122899888,59.769962733625455
V,DemoValueSampler,1573122902890,54.481307045777875
V,DemoValueSampler,1573122905962,55.73085069526693
V,DemoValueSampler,1573122908965,60.17797557938683
V,DemoValueSampler,1573122911970,54.34572793730748
V,DemoValueSampler,1573122914974,55.42740816568332
V,DemoValueSampler,1573122917976,58.04570094604562
V,DemoValueSampler,1573122921004,59.16045114585522
V,DemoValueSampler,1573122924005,58.35661499769624
V,DemoValueSampler,1573122927005,57.29908547994315
V,DemoValueSampler,1573122930012,52.53038526800515
V,DemoValueSampler,1573122933019,55.855035298937615
V,DemoValueSampler,1573122936021,58.947858238360496
V,DemoValueSampler,1573122939022,58.78232148934906
V,DemoValueSampler,1573122942022,58.335888249328846
V,DemoValueSampler,1573122945024,51.00156004978804
V,DemoValueSampler,1573122948026,56.19154482524831
V,DemoValueSampler,1573122951027,53.49157482402945
V,DemoValueSampler,1573122954027,57.53202384632857
V,DemoValueSampler,1573122957050,57.117829133016734
V,DemoValueSampler,1573122960135,58.080799855134465
V,DemoValueSampler,1573122963138,60.18391336237512
V,DemoValueSampler,1573122966142,51.36836055498109
V,DemoValueSampler,1573122969144,50.39771767526426
V,DemoValueSampler,1573122972144,57.78285975151129
V,DemoValueSampler,1573122975145,53.11106206015674
V,DemoValueSampler,1573122978147,53.59820308225863
V,DemoValueSampler,1573122981152,59.84983161830058
V,DemoValueSampler,1573122984154,59.13632797955091
V,DemoValueSampler,1573122987229,60.3082919984859
V,DemoValueSampler,1573122990233,52.6067552370427
V,DemoValueSampler,1573122993234,58.095474330198584
V,DemoValueSampler,1573122996238,50.73745408541073
V,DemoValueSampler,1573122999242,60.810303034993254
V,DemoValueSampler,1573123002244,58.20057482285504
V,DemoValueSampler,1573123005245,51.445141828395116
V,DemoValueSampler,1573123008246,60.71868802455375
V,DemoValueSampler,1573123011249,54.607499807631186
V,DemoValueSampler,1573123014250,57.61436416109571
V,DemoValueSampler,1573123017251,55.52410887956455
V,DemoValueSampler,1573123020255,53.37554600297651
V,DemoValueSampler,1573123023259,55.69823872036931
V,DemoValueSampler,1573123026263,59.30446380655735
V,DemoValueSampler,1573123029264,51.21147611263356
V,DemoValueSampler,1573123032266,55.024863300357595
V,DemoValueSampler,1573123035271,53.112525925171724
V,DemoValueSampler,1573123038274,60.26695548065671
V,DemoValueSampler,1573123041275,58.18180300946921
V,DemoValueSampler,1573123044277,50.99306201911011
V,DemoValueSampler,1573123047280,52.960932732989185
V,DemoValueSampler,1573123050281,51.142223478081696
V,DemoValueSampler,1573123053282,60.12950040661967
V,DemoValueSampler,1573123056322,50.03576039574489
V,DemoValueSampler,1573123059312,53.751708527096845
V,DemoValueSampler,1573123062315,56.05674845596125
V,DemoValueSampler,1573123065318,57.34573008087256
V,DemoValueSampler,1573123068318,54.112902389565
V,DemoValueSampler,1573123071319,53.6936230692427
V,DemoValueSampler,1573123074324,58.67575196597068
V,DemoValueSampler,1573123077325,58.784755612523526
V,DemoValueSampler,1573123080327,52.603975391794876
V,DemoValueSampler,1573123083330,55.9082506375284
V,DemoValueSampler,1573123086331,60.0754015110402
V,DemoValueSampler,1573123089332,54.97748784869437
V,DemoValueSampler,1573123092333,54.29756713789943
V,DemoValueSampler,1573123095333,55.28138146623246
V,DemoValueSampler,1573123098336,55.92831365915726
V,DemoValueSampler,1573123101355,60.047218821352615
V,DemoValueSampler,1573123104358,59.864623791360714
V,DemoValueSampler,1573123107360,57.629050867660894
V,DemoValueSampler,1573123110364,58.87813147484833
V,DemoValueSampler,1573123113368,54.875968819551574
V,DemoValueSampler,1573123116372,58.79581657950966
V,DemoValueSampler,1573123119373,53.40122613232672
V,DemoValueSampler,1573123122375,58.46444475435252
V,DemoValueSampler,1573123125380,60.926082143774444
V,DemoValueSampler,1573123128385,59.705287840571344
V,DemoValueSampler,1573123131385,56.929276402523826
V,DemoValueSampler,1573123134389,57.26408984364933
V,DemoValueSampler,1573123137392,53.90417547159746
V,DemoValueSampler,1573123140397,53.46498712050997
V,DemoValueSampler,1573123143397,60.297634730184
V,DemoValueSampler,1573123146402,59.114102924348146
V,DemoValueSampler,1573123149449,54.973620122296005
V,DemoValueSampler,1573123152451,55.30945496048369
V,DemoValueSampler,1573123155456,54.01308200241668
V,DemoValueSampler,1573123158502,55.059879314140275
V,DemoValueSampler,1573123161491,56.484652332174434
V,DemoValueSampler,1573123164493,58.048276663519545
V,DemoValueSampler,1573123167496,56.40625640922618
V,DemoValueSampler,1573123170497,56.57335567823306
V,DemoValueSampler,1573123173499,50.65205534085039
V,DemoValueSampler,1573123176502,60.034891266323676
